year,ami_group,region,tenure,total_hh,total_hh_se
2018,30-50,2,Rent,5132,1270.9178959056471
2018,30-50,3,Own,97361,3548.296198542536
2018,30-50,3,Rent,118790,4934.429394713428
2018,30-50,4,Own,6057,790.8797831912533
2018,30-50,4,Rent,3746,750.0003738906875
2018,50-80,1,Own,14459,1475.392871762109
2018,50-80,1,Rent,8703,1214.2024781133882
2018,50-80,2,Own,16095,1777.1476438753907
2018,50-80,2,Rent,8569,1399.6350206667098
2018,50-80,3,Own,175758,4871.189766608564
2018,50-80,3,Rent,141238,5019.2550788621
2018,50-80,4,Own,9471,1005.0024860704175
2018,50-80,4,Rent,5828,897.8399664969618
2018,80-100,1,Own,11048,1412.4254921248546
2018,80-100,1,Rent,3764,746.7142919786163
2018,80-100,2,Own,8772,1015.8862196713355
2018,80-100,2,Rent,4684,925.4473464792585
2018,80-100,3,Own,121932,4013.345348901706
2018,80-100,3,Rent,79773,3830.6435790417727
2018,80-100,4,Own,6730,751.4729562115695
2018,80-100,4,Rent,1965,413.6259024480471
2018,100+,1,Own,51117,2688.113691211266
2018,100+,1,Rent,10468,1397.981689020399
2018,100+,2,Own,54425,2973.2494184755606
2018,100+,2,Rent,10090,1449.7762877496123
2018,100+,3,Own,698045,9090.520214314029
2018,100+,3,Rent,179142,5888.536166740967
2018,100+,4,Own,32729,1864.4132991011734
2018,100+,4,Rent,7056,1088.9997999219183
2018,NA,3,Own,190,103.39216939711906
2018,NA,3,Rent,592.9999999999999,442.17263097727925
2018,NA,4,Own,10,10.000000000000366
2019,0-30,1,Own,7646,1077.171415697544
2019,0-30,1,Rent,8796,1399.4427424826988
2019,0-30,2,Own,6972,903.5665178209492
2019,0-30,2,Rent,5342,981.500709560355
2019,0-30,3,Own,85037,3741.7092035116134
2019,0-30,3,Rent,141919,5406.27079389336
2019,0-30,4,Own,5254,695.2299611556996
2019,0-30,4,Rent,5528,1049.8262941356925
2019,30-50,1,Own,8569,1289.6152528995856
2019,30-50,1,Rent,4723,883.0757362562531
2019,30-50,2,Own,10525,1361.9738536412872
2019,30-50,2,Rent,5901,1166.4565578016093
2019,30-50,3,Own,101956,3917.9925630364305
2019,30-50,3,Rent,102104,4523.159643177288
2019,30-50,4,Own,5514,755.2022030093327
2019,30-50,4,Rent,6504,1150.903279259821
2019,50-80,1,Own,18936,1947.1954032295635
2019,50-80,1,Rent,8788,1293.0690814214051
2019,50-80,2,Own,15840,1496.9307310733082
2019,50-80,2,Rent,9070,1586.4816000661683
2019,50-80,3,Own,181819,5026.105040600685
2019,50-80,3,Rent,151970,5646.772947170792
2019,50-80,4,Own,11207,1189.7744153896997
2019,50-80,4,Rent,5749,904.6058636498307
2019,80-100,1,Own,9482,1128.1086487193909
2019,80-100,1,Rent,4931,1009.0899988192872
2019,80-100,2,Own,10466,1343.8394822584694
2019,80-100,2,Rent,4213,884.4531635848572
2019,80-100,3,Own,126892,4150.221070996924
2019,80-100,3,Rent,81503,3997.676334453695
2019,80-100,4,Own,7249,1055.4074815959564
2019,80-100,4,Rent,1402,441.07580565652324
2019,100+,1,Own,55765,2849.720652650754
2019,100+,1,Rent,12695,1694.8054601823605
2019,100+,2,Own,57795,3222.668309314541
2019,100+,2,Rent,10815,1546.9148617090977
2019,100+,3,Own,718560,9516.603651387079
2019,100+,3,Rent,177764,5743.153850032543
2019,100+,4,Own,32653,2001.119631864067
2019,100+,4,Rent,6605,955.3854231532506
2019,NA,2,Own,46,45.99999999999795
2019,NA,3,Own,434,198.488418628338
2019,NA,3,Rent,115,81.56583022837465
2019,NA,4,Own,18,17.999999999999254
2020,0-30,1,Own,6876,1074.2347708115196
2020,0-30,1,Rent,4905,784.2565151303126
2020,0-30,2,Own,9723,1172.9158372235165
2020,0-30,2,Rent,6708,1038.3147365723212
2020,0-30,3,Own,91673,4382.900746108653
2020,0-30,3,Rent,137779,6056.241404809633
2020,0-30,4,Own,4985,643.1111603994378
2020,0-30,4,Rent,3961,635.4158660676187
2020,30-50,1,Own,9402,1365.2003622496659
2020,30-50,1,Rent,5483,1015.8027565994065
2020,30-50,2,Own,8659,1198.7640943595688
2020,30-50,2,Rent,7846,1435.1198995220932
2020,30-50,3,Own,101198,4584.38135022705
2020,30-50,3,Rent,103127,5031.482630887949
2020,30-50,4,Own,6043,719.0124988998886
2020,30-50,4,Rent,3543,570.1442450965526
2020,50-80,1,Own,13970,1407.4662041777403
2020,50-80,1,Rent,9842,1629.9638391907115
2020,50-80,2,Own,19548,2228.3733321768177
2020,50-80,2,Rent,7286,1574.6205524462073
2020,50-80,3,Own,192582,6117.265234259565
2020,50-80,3,Rent,151300,6098.09227041974
2020,50-80,4,Own,10100,1017.9667608395548
2020,50-80,4,Rent,4693,667.9840092420019
2020,80-100,1,Own,8755,1134.632584930277
2020,80-100,1,Rent,6327,1364.3481637791751
2020,80-100,2,Own,9590,1256.2591408427736
2020,80-100,2,Rent,3146,818.0210641413641
2020,80-100,3,Own,131436,5020.498959759182
2020,80-100,3,Rent,83265,4825.933020629099
2020,80-100,4,Own,7181,895.7815110178863
2020,80-100,4,Rent,2885,633.3991710555837
2020,100+,1,Own,54830,3121.962194540317
2020,100+,1,Rent,10751,1386.7558235646566
2020,100+,2,Own,52370,3285.353541754049
2020,100+,2,Rent,7430,1067.977440433104
2020,100+,3,Own,703519,11466.560289012186
2020,100+,3,Rent,164773,6122.977198697525
2020,100+,4,Own,31348,1977.766291500917
2020,100+,4,Rent,6271,977.3532848882455
2020,NA,3,Own,233,171.8282345844696
2020,NA,4,Own,15,15.000000000000608
2021,0-30,1,Own,8038,1119.225680810232
2021,0-30,1,Rent,9336,1487.6537671594854
2021,0-30,2,Own,8591,1007.511343295945
2021,0-30,2,Rent,8299,1264.9403082029273
2021,0-30,3,Own,97264,3666.523553230738
2021,0-30,3,Rent,143346,5226.263131200091
2021,0-30,4,Own,6617,752.2899221482884
2021,0-30,4,Rent,5945,939.542744806142
2021,30-50,1,Own,11027,1297.059413913633
2021,30-50,1,Rent,5629,1097.4998208181903
2021,30-50,2,Own,11242,1195.549395800916
2021,30-50,2,Rent,7392,1273.8415337440324
2021,30-50,3,Own,101062,3627.687449295872
2021,30-50,3,Rent,110602,4716.275481875188
2021,30-50,4,Own,5495,686.1003011059524
2021,30-50,4,Rent,3103,588.9187857549124
2021,50-80,1,Own,19474,1884.5140345529824
2021,50-80,1,Rent,7892,1178.342000437669
2021,50-80,2,Own,14889,1465.5226384868195
2021,50-80,2,Rent,7378,1222.0165440038645
2021,50-80,3,Own,206704,5489.241851676231
2021,50-80,3,Rent,152365,5533.003178323734
2021,50-80,4,Own,10951,1102.499855844097
2021,50-80,4,Rent,6286,1102.881051307301
2021,80-100,1,Own,9291,1248.9624344853885
2021,80-100,1,Rent,5360,1064.6837983740209
2021,80-100,2,Own,8628,1193.8105281211563
2021,80-100,2,Rent,4059,1050.5223090702223
2021,80-100,3,Own,134248,4412.816864291228
2021,80-100,3,Rent,72663,3816.234743849877
2021,80-100,4,Own,6138,850.5161693968245
2021,80-100,4,Rent,2097,619.1814202843661
2021,100+,1,Own,57874,3037.2714720984495
2021,100+,1,Rent,8955,1326.8330490031813
2021,100+,2,Own,57324,3218.5559685297058
2021,100+,2,Rent,9682,1323.9393106475368
2021,100+,3,Own,744143,10130.827249607497
2021,100+,3,Rent,183953,5816.368286849517
2021,100+,4,Own,30750,1931.317103060962
2021,100+,4,Rent,7551,1529.170813891926
2021,NA,1,Own,127,127.00000000000153
2021,NA,2,Own,290,169.69935451917556
2021,NA,3,Own,789,379.95773973610767
2021,NA,3,Rent,64,54.129449272430236
2022,0-30,1,Own,10485,1393.1205761856456
2022,0-30,1,Rent,7034,1045.306208757648
2022,0-30,2,Own,11121,1308.8889700687353
2022,0-30,2,Rent,7954,1300.3177621634807
2022,0-30,3,Own,95458,3752.3702934631274
2022,0-30,3,Rent,141854,5569.153626974419
2022,0-30,4,Own,7498,877.4078747762201
2022,0-30,4,Rent,5749,859.3076178279086
2022,30-50,1,Own,12631,1420.9248183057152
2022,30-50,1,Rent,5536,969.0999230585644
2022,30-50,2,Own,9485,1064.513816281721
2022,30-50,2,Rent,6518,1312.7044081104982
2022,30-50,3,Own,107274,3943.5450008259395
2022,30-50,3,Rent,113486,4931.265847750856
2022,30-50,4,Own,7062,863.9417461054628
2022,30-50,4,Rent,4970,896.9014580108087
2022,50-80,1,Own,16189,1463.2246207941282
2022,50-80,1,Rent,7696,1216.2915822621105
2022,50-80,2,Own,17930,1691.3947877097664
2022,50-80,2,Rent,11381,1712.667956254073
2022,50-80,3,Own,201865,5450.275277780215
2022,50-80,3,Rent,151932,5440.924952947514
2022,50-80,4,Own,10306,1368.40142746778
2022,50-80,4,Rent,5151,1103.0783798686564
2022,80-100,1,Own,11695,1336.0194371141586
2022,80-100,1,Rent,3845,781.8336911518376
2022,80-100,2,Own,12221,1362.3541172451983
2022,80-100,2,Rent,3282,821.9041524599114
2022,80-100,3,Own,134464,4508.7640441151
2022,80-100,3,Rent,75183,3909.9240047232074
2022,80-100,4,Own,5514,652.409403455105
2022,80-100,4,Rent,2093,631.7797932251896
2022,100+,1,Own,60877,3189.897942510175
2022,100+,1,Rent,11168,1582.0634418840343
2022,100+,2,Own,60770,3407.940084769221
2022,100+,2,Rent,14540,1803.0829573615306
2022,100+,3,Own,757911,9963.476547537828
2022,100+,3,Rent,209115,6362.225971761
2022,100+,4,Own,36979,2105.048623556658
2022,100+,4,Rent,6593,1027.3830880525184
2022,NA,1,Rent,50,49.99999999999678
2022,NA,2,Own,46,45.99999999999795
2022,NA,3,Own,490,191.49810755124443
2022,NA,3,Rent,892,343.17986216211744
2022,NA,4,Own,96,69.33966910546722
2022,NA,4,Rent,22,21.99999999999946
2023,0-30,1,Own,11527,1460.8120538385308
2023,0-30,1,Rent,8764,1327.00144688362
2023,0-30,2,Own,11937,1306.9584572582626
2023,0-30,2,Rent,6845,1012.6598815362784
2023,0-30,3,Own,99185,3694.402203298079
2023,0-30,3,Rent,155073,6007.838862629891
2023,0-30,4,Own,8059,1019.9940392684729
2023,0-30,4,Rent,8085,1358.3470612029903
2023,30-50,1,Own,8885,1087.057267917445
2023,30-50,1,Rent,7090,1153.3922917506877
2023,30-50,2,Own,11010,1213.5915740059431
2023,30-50,2,Rent,4222,768.2211745586798
2023,30-50,3,Own,106758,3761.0944766054067
2023,30-50,3,Rent,107871,4828.419255440582
2023,30-50,4,Own,5675,649.4265286374932
2023,30-50,4,Rent,4825,1004.4884358597135
2023,50-80,1,Own,17785,1579.9868873911503
2023,50-80,1,Rent,8543,1271.6266871238897
2023,50-80,2,Own,19391,1797.5719535765845
2023,50-80,2,Rent,9903,1834.0027141535654
2023,50-80,3,Own,200657,5424.738045309891
2023,50-80,3,Rent,168850,6058.8423213461365
2023,50-80,4,Own,9594,962.0152422947851
2023,50-80,4,Rent,5581,1069.2403703878451
2023,80-100,1,Own,10907,1148.5793046103788
2023,80-100,1,Rent,5538,1096.0525631105872
2023,80-100,2,Own,13609,1495.088608399621
2023,80-100,2,Rent,6954,1661.0706100362022
2023,80-100,3,Own,136041,4299.526979397924
2023,80-100,3,Rent,83239,4393.195000488141
2023,80-100,4,Own,5591,719.4242479316498
2023,80-100,4,Rent,2109,453.30464171616865
2023,100+,1,Own,60718,3038.5218129693744
2023,100+,1,Rent,13138,1607.5811535004366
2023,100+,2,Own,60194,3366.4404922763842
2023,100+,2,Rent,14519,2171.3562562779753
2023,100+,3,Own,758549,10261.393317549211
2023,100+,3,Rent,206223,6346.740294921267
2023,100+,4,Own,35475,2116.636993157762
2023,100+,4,Rent,7565,1262.2999427143343
2023,NA,1,Own,68,56.51545507519818
2023,NA,2,Own,69,68.99999999999586
2023,NA,3,Own,1201,460.4151693730934
2023,NA,3,Rent,377,194.6965760976318
2023,NA,4,Own,64,63.99999999999802
2024,0-30,1,Own,11613,1291.3868992424382
2024,0-30,1,Rent,10217,1699.5434978423245
2024,0-30,2,Own,12273,1629.7716513441553
2024,0-30,2,Rent,10936,1880.7799226846516
2024,0-30,3,Own,101041,3823.7181571086767
2024,0-30,3,Rent,156914,5816.587912147649
2024,0-30,4,Own,5573,710.2039754678137
2024,0-30,4,Rent,9041,1483.5017207020144
2024,30-50,1,Own,10971,1258.8287295728721
2024,30-50,1,Rent,7261,1514.9710567751988
2024,30-50,2,Own,10781,1323.725729811768
2024,30-50,2,Rent,6717,1404.8395994664427
2024,30-50,3,Own,105001,3873.797240917875
2024,30-50,3,Rent,108730,4803.861435086829
2024,30-50,4,Own,7727,1167.7152165093298
2024,30-50,4,Rent,3780,792.0960264474037
2024,50-80,1,Own,18617,1527.1874451021736
2024,50-80,1,Rent,9899,1614.4882698748756
2024,50-80,2,Own,18006,1839.1996007415796
2024,50-80,2,Rent,7150,1281.7708508761718
2024,50-80,3,Own,208700,5470.39910677821
2024,50-80,3,Rent,177073,6251.980300058466
2024,50-80,4,Own,9284,965.7385786084615
2024,50-80,4,Rent,4319,704.9685254501186
2024,80-100,1,Own,11723,1321.199573877433
2024,80-100,1,Rent,3309,775.3701354810579
2024,80-100,2,Own,12716,1316.2904854878277
2024,80-100,2,Rent,5437,1653.7104907841983
2024,80-100,3,Own,151201,4747.966097011617
2024,80-100,3,Rent,88903,4493.677637208551
2024,80-100,4,Own,7340,921.343711673369
2024,80-100,4,Rent,2413,676.2887530917628
2024,100+,1,Own,63754,3266.78651758241
2024,100+,1,Rent,10404,1373.6760037910585
2024,100+,2,Own,72042,4341.315970538646
2024,100+,2,Rent,11875,1660.4409965432803
2024,100+,3,Own,761979,10274.943826627657
2024,100+,3,Rent,200821,6333.05393235447
2024,100+,4,Own,35846,1892.2894343806536
2024,100+,4,Rent,6590,1069.2059233760122
2024,NA,1,Own,36,35.99999999999851
2024,NA,2,Own,584,452.65183330643157
2024,NA,3,Own,607,208.31764525188152
2024,NA,3,Rent,610,348.77129386880335
2024,NA,4,Rent,74,53.25404996990013
