year,tenure,ami_group,region,hh_allocated,total_households,pct_hh_ten,pct_hh_ami_ten
2044,Renter,30 to 50,4,4477.799607072692,91168,0.28533903548285555,0.17213177115033476
2044,Renter,50 to 80,4,4964.66754225054,91168,0.28533903548285555,0.19084753499695678
2044,Renter,80 to 100,4,2181.99958753487,91168,0.28533903548285555,0.08387857577601948
2044,Renter,Greater than 120,4,5147.737802429203,91168,0.28533903548285555,0.19788496652465004
2044,Renter,Less than 30,4,7545.463426282713,91168,0.28533903548285555,0.29005629945222156
2045,Owner,100 to 120,0,204029.36847624095,2966684,0.6593037689938627,0.10431237593590673
2045,Owner,30 to 50,0,163260.90540428727,2966684,0.6593037689938627,0.08346902736285078
2045,Owner,50 to 80,0,304056.2827428492,2966684,0.6593037689938627,0.15545229350077527
2045,Owner,80 to 100,0,208572.42554906232,2966684,0.6593037689938627,0.10663506644275701
2045,Owner,Greater than 120,0,920413.704545064,2966684,0.6593037689938627,0.4705721587147178
2045,Owner,Less than 30,0,155613.25589628454,2966684,0.6593037689938627,0.0795590780429923
2045,Renter,100 to 120,0,90700.8610549657,2966684,0.34069623100613733,0.08973725723707278
2045,Renter,30 to 50,0,155810.36681448473,2966684,0.34069623100613733,0.1541550411363884
2045,Renter,50 to 80,0,232404.9239603851,2966684,0.34069623100613733,0.22993585950586323
2045,Renter,80 to 100,0,115587.5418208829,2966684,0.34069623100613733,0.11435954249095413
2045,Renter,Greater than 120,0,200549.95011330763,2966684,0.34069623100613733,0.1984193121528774
2045,Renter,Less than 30,0,215684.4136221856,2966684,0.34069623100613733,0.2133929874768441
2045,Owner,100 to 120,1,13647.208243869303,182087,0.7391065027882198,0.10140464629688188
2045,Owner,30 to 50,1,12920.9586517816,182087,0.7391065027882198,0.09600829843635945
2045,Owner,50 to 80,1,20916.863251634382,182087,0.7391065027882198,0.15542132000697448
2045,Owner,80 to 100,1,13651.980968461336,182087,0.7391065027882198,0.10144010970012737
2045,Owner,Greater than 120,1,60071.10262352589,182087,0.7391065027882198,0.4463542143821832
2045,Owner,Less than 30,1,13373.572033926072,182087,0.7391065027882198,0.09937141117747365
2045,Renter,100 to 120,1,4366.645274660947,182087,0.2608934972117802,0.09191909043719965
2045,Renter,30 to 50,1,7909.5978301468485,182087,0.2608934972117802,0.16649922137941428
2045,Renter,50 to 80,1,10395.789615546755,182087,0.2608934972117802,0.21883424591014886
