year,ami_group,region,tenure,total_hh,total_hh_se
2017,0-30,1,2,7912,1189.6656718034346
2017,0-30,2,1,7680,1148.4454481454673
2017,0-30,2,2,5402,878.9500886865544
2017,0-30,3,1,82742,3407.1949552692877
2017,0-30,3,2,125802,4623.2601417586675
2017,0-30,4,1,4992,815.7861063099323
2017,0-30,4,2,7181,1188.260025108542
2017,30-50,1,1,8359,1112.2560753828468
2017,30-50,1,2,7850,1193.918859784327
2017,30-50,2,1,10743,1456.6189191961696
2017,30-50,2,2,6631,1130.3485042808818
2017,30-50,3,1,90867,3555.3609717876984
2017,30-50,3,2,108155,4380.512769952323
2017,30-50,4,1,4394,619.771626568441
2017,30-50,4,2,4854,919.1201371955187
2017,50-80,1,1,15088,1498.4977608182664
2017,50-80,1,2,7034,1125.1659858238631
2017,50-80,2,1,13058,1276.1678839387428
2017,50-80,2,2,8928,1204.3308150393696
2017,50-80,3,1,177851,4731.831298688399
2017,50-80,3,2,151140,5303.745042923747
2017,50-80,4,1,8332,883.1911261379526
2017,50-80,4,2,6805,1055.9313892587506
2017,80-100,1,1,8851,1136.192746635061
2017,80-100,1,2,4664,901.1132687361043
2017,80-100,2,1,10163,1224.063735856385
2017,80-100,2,2,4095,970.4914305378942
2017,80-100,3,1,124690,3955.086196507945
2017,80-100,3,2,72112,3645.902711423332
2017,80-100,4,1,5263,852.9272693983049
2017,80-100,4,2,4146,787.2453483487108
2017,100+,1,1,53896,2718.9326918064526
2017,100+,1,2,13988,1751.2271245332643
2017,100+,2,1,51213,2743.0646685852084
2017,100+,2,2,10739,1577.886408603847
2017,100+,3,1,685266,9168.770798404403
2017,100+,3,2,174274,5519.42042189054
2017,100+,4,1,29747,1695.9125998389648
2017,100+,4,2,7277,1008.6201355482103
2017,NA,2,1,118,102.42066990966106
2017,NA,3,1,338,172.2841925707969
2017,NA,3,2,163,115.7453046393024
2017,NA,4,1,101,76.55711555919899
2018,0-30,1,1,6544,1029.941001422475
2018,0-30,1,2,9895,1680.86836865138
2018,0-30,2,1,6987,953.5114349814296
2018,0-30,2,2,5833,1086.2071739812445
2018,0-30,3,1,78685,3194.191556001986
2018,0-30,3,2,133202,5077.901169830106
2018,0-30,4,1,4949,729.6797364478132
2018,0-30,4,2,5030,987.8789604396165
2018,30-50,1,1,8289,1186.8951340845515
2018,30-50,1,2,6881,1169.0533071998793
2018,30-50,2,1,7932,1152.095334180709
2018,30-50,2,2,5790,1253.1578822099427
2018,30-50,3,1,95656,3635.22315202362
2018,30-50,3,2,109416,4617.130898568413
2018,30-50,4,1,4808,673.0437759598734
2018,30-50,4,2,3992,691.4429131687217
2018,50-80,1,1,15178,1566.6974405602666
2018,50-80,1,2,8293,1191.0801629827681
2018,50-80,2,1,16056,1739.8066045021164
2018,50-80,2,2,8992,1487.9301060026
2018,50-80,3,1,171650,4629.9350096274075
2018,50-80,3,2,152709,5463.887499961615
2018,50-80,4,1,10295,1057.061166054429
2018,50-80,4,2,5896,873.091563232468
2018,80-100,1,1,9757,1171.342310991225
2018,80-100,1,2,4404,790.7560644807287
2018,80-100,2,1,8802,1098.2897641993577
2018,80-100,2,2,4224,882.3787856355996
2018,80-100,3,1,128811,4111.066127710381
2018,80-100,3,2,75045,3577.3187405900017
2018,80-100,4,1,5995,768.6763779632128
2018,80-100,4,2,2505,567.6759186748842
2018,100+,1,1,53337,2792.381782482165
2018,100+,1,2,10722,1409.0990950932685
2018,100+,2,1,54140,2940.460571258387
2018,100+,2,2,9664,1412.6479817153534
2018,100+,3,1,698445,9207.889723708959
2018,100+,3,2,186313,5966.878835756127
2018,100+,4,1,33857,1877.167396543453
2018,100+,4,2,6855,1070.3064456366874
2018,NA,3,1,190,103.39222807383649
2018,NA,3,2,592.9999999999999,442.17271528141885
2018,NA,4,1,10,9.999999999999746
2019,0-30,1,1,7581,1070.4356266950797
2019,0-30,1,2,8669,1396.1773166472326
2019,0-30,2,1,7063,1048.8881869972738
2019,0-30,2,2,5421,993.2493513269
2019,0-30,3,1,82046,3587.5981844715116
2019,0-30,3,2,132438,5188.432631669576
2019,0-30,4,1,5445,710.7678215340078
2019,0-30,4,2,6452,1248.3259229043542
2019,30-50,1,1,8363,1286.5621746758827
2019,30-50,1,2,4962,910.3174328585305
2019,30-50,2,1,11186,1344.9650775791906
2019,30-50,2,2,6596,1256.562039806471
2019,30-50,3,1,96786,3702.2426396672095
2019,30-50,3,2,102237,4502.000629447017
2019,30-50,4,1,4840,643.0468706831964
2019,30-50,4,2,5780,944.3683776829457
2019,50-80,1,1,18446,1935.363859382579
2019,50-80,1,2,8292,1207.53594510448
2019,50-80,2,1,15751,1523.640614327365
2019,50-80,2,2,8007,1299.4595455145666
2019,50-80,3,1,184977,5129.159452749779
2019,50-80,3,2,156443,5711.512815998303
2019,50-80,4,1,11318,1185.1686776592949
2019,50-80,4,2,5479,881.4219823844326
2019,80-100,1,1,10103,1156.8474358223802
2019,80-100,1,2,5413,1120.744812699498
2019,80-100,2,1,10078,1344.677953536204
2019,80-100,2,2,5470,1295.1515609306057
2019,80-100,3,1,132054,4090.513514967992
2019,80-100,3,2,74199,3769.335802772961
2019,80-100,4,1,6555,1026.206209614907
2019,80-100,4,2,1790,503.1982925743341
2019,100+,1,1,55905,2850.4830845877423
2019,100+,1,2,12597,1675.9766156011492
2019,100+,2,1,57520,3172.8300210735347
2019,100+,2,2,9847,1443.865248945338
2019,100+,3,1,718401,9646.855268933725
2019,100+,3,2,189943,6046.547542451345
2019,100+,4,1,33719,2052.2397580756433
2019,100+,4,2,6287,933.8893072390425
2019,NA,2,1,46,46.0000000000011
2019,NA,3,1,434,198.48859780334402
2019,NA,3,2,115,81.56584946541152
2019,NA,4,1,18,18.0000000000007
2020,0-30,1,1,6978,1077.5786550408554
2020,0-30,1,2,4767,780.1345666549303
2020,0-30,2,1,8329,1057.5142013972218
2020,0-30,2,2,7634,1326.536495339579
2020,0-30,3,1,84979,4068.092315668084
2020,0-30,3,2,131404,5799.847594949811
2020,0-30,4,1,4845,627.6990933452067
2020,0-30,4,2,3917,633.8968857886563
2020,30-50,1,1,8610,1294.1937578199136
2020,30-50,1,2,6451,1134.232837246796
2020,30-50,2,1,10422,1443.2734380412737
2020,30-50,2,2,7092,1244.601743555083
2020,30-50,3,1,100200,4690.324022742236
2020,30-50,3,2,101571,5169.5734494344015
2020,30-50,4,1,5694,701.1310302934547
2020,30-50,4,2,3292,531.0220372553761
2020,50-80,1,1,14642,1488.9808940664605
2020,50-80,1,2,9983,1656.2020022921233
2020,50-80,2,1,19149,2207.273271089217
2020,50-80,2,2,7654,1575.5988854175553
2020,50-80,3,1,195943,6245.472545978707
2020,50-80,3,2,151200,6161.576426685793
2020,50-80,4,1,10695,1049.8993730519394
2020,50-80,4,2,4961,700.360063943278
2020,80-100,1,1,9976,1221.9427201791527
2020,80-100,1,2,6031,1370.7621827669952
2020,80-100,2,1,8695,1148.9260607677732
2020,80-100,2,2,1739,427.1858196245262
2020,80-100,3,1,131518,4752.06354688093
2020,80-100,3,2,82821,4651.774801287446
2020,80-100,4,1,6581,865.1103888763656
2020,80-100,4,2,2600,606.939975538221
2020,100+,1,1,53627,3080.298941690601
2020,100+,1,2,10076,1253.5136352756342
2020,100+,2,1,53295,3279.9630836735446
2020,100+,2,2,8297,1205.4774554134194
2020,100+,3,1,707768,11595.612417950384
2020,100+,3,2,173248,6327.262876821967
2020,100+,4,1,31842,1986.2097038302074
2020,100+,4,2,6583,994.3763785957452
2020,NA,3,1,233,171.82826899372745
2020,NA,4,1,15,15.000000000000208
2021,0-30,1,1,7651,1115.4499693348491
2021,0-30,1,2,9324,1484.576940609475
2021,0-30,2,1,7572,1003.2354785277033
2021,0-30,2,2,8147,1263.66164042613
2021,0-30,3,1,94698,3606.026833440286
2021,0-30,3,2,141378,5218.60720741412
2021,0-30,4,1,6508,748.8140025227939
2021,0-30,4,2,5731,911.1419019297197
2021,30-50,1,1,11083,1391.6797604080357
2021,30-50,1,2,5277,1066.5380509569543
2021,30-50,2,1,9675,1093.8406839211411
2021,30-50,2,2,6762,1183.2048474145158
2021,30-50,3,1,103890,3676.9163133714906
2021,30-50,3,2,106784,4586.326812590464
2021,30-50,4,1,5004,652.490845480187
2021,30-50,4,2,3242,629.0113048287561
2021,50-80,1,1,18339,1764.8768807601864
2021,50-80,1,2,7967,1244.9233064938699
2021,50-80,2,1,14685,1495.7789941688802
2021,50-80,2,2,7407,1245.0285229755968
2021,50-80,3,1,199909,5275.8661812129785
2021,50-80,3,2,153608,5531.851747531295
2021,50-80,4,1,10436,987.3741021421743
2021,50-80,4,2,5580,965.7908296933883
2021,80-100,1,1,9634,1341.2073030692916
2021,80-100,1,2,4380,852.992224358555
2021,80-100,2,1,10560,1368.1083469876207
2021,80-100,2,2,4845,1072.0408359489086
2021,80-100,3,1,142244,4538.096613110576
2021,80-100,3,2,76043,3776.861416736418
2021,80-100,4,1,7035,1009.8648486389351
2021,80-100,4,2,2561,740.4565088965393
2021,100+,1,1,58997,3029.5963752011494
2021,100+,1,2,10224,1442.6911669047574
2021,100+,2,1,58182,3172.7061229391384
2021,100+,2,2,9649,1369.8334339978608
2021,100+,3,1,742680,10207.708327409624
2021,100+,3,2,185116,5956.187808308264
2021,100+,4,1,30968,1929.996500925026
2021,100+,4,2,7868,1568.7165584579873
2021,NA,1,1,127,127.00000000000598
2021,NA,2,1,290,169.69943232452448
2021,NA,3,1,789,379.9580401910979
2021,NA,3,2,64,54.129454415398506
2022,0-30,1,1,10145,1323.661278105866
2022,0-30,1,2,6158,906.9559672746472
2022,0-30,2,1,10239,1259.9068680339572
2022,0-30,2,2,7402,1237.0437032269826
2022,0-30,3,1,95366,3743.290756687812
2022,0-30,3,2,138397,5458.838822613771
2022,0-30,4,1,7524,828.0315060219507
2022,0-30,4,2,5528,842.7494206157038
2022,30-50,1,1,12715,1475.2202874584766
2022,30-50,1,2,6824,1153.5666511184324
2022,30-50,2,1,9910,1229.4773207791593
2022,30-50,2,2,8784,1527.9041489646665
2022,30-50,3,1,104930,3846.780571513135
2022,30-50,3,2,106837,4697.359207719769
2022,30-50,4,1,7565,959.4042226217413
2022,30-50,4,2,5170,905.268965027989
2022,50-80,1,1,17165,1514.0000856820789
2022,50-80,1,2,7004,1141.54515742056
2022,50-80,2,1,18706,1665.510591757754
2022,50-80,2,2,10678,1692.125774695969
2022,50-80,3,1,194045,5240.327095766226
2022,50-80,3,2,151889,5496.95670217139
2022,50-80,4,1,11019,1375.5788232205512
2022,50-80,4,2,5559,1121.823500254449
2022,80-100,1,1,12448,1418.996147778418
2022,80-100,1,2,4469,860.3216235901443
2022,80-100,2,1,11303,1387.8888258138995
2022,80-100,2,2,3839,836.300745777053
2022,80-100,3,1,146494,4635.970054857193
2022,80-100,3,2,83370,4092.8551577797143
2022,80-100,4,1,5656,762.6805947560088
2022,80-100,4,2,1582,431.31392169141947
2022,100+,1,1,59404,3135.1967947219623
2022,100+,1,2,10824,1558.510507801364
2022,100+,2,1,61369,3373.4362653095586
2022,100+,2,2,12972,1687.215127163317
2022,100+,3,1,756137,10074.299792522565
2022,100+,3,2,211077,6474.622687647563
2022,100+,4,1,35595,2041.21153571611
2022,100+,4,2,6717,1113.5894845847577
2022,NA,1,2,50,49.99999999999734
2022,NA,2,1,46,46.0000000000011
2022,NA,3,1,490,191.49836117787615
2022,NA,3,2,892,343.1803337754259
2022,NA,4,1,96,69.33968428326247
2022,NA,4,2,22,21.999999999999563
2023,0-30,1,1,10213,1375.0588593309988
2023,0-30,1,2,8404,1314.665010096114
2023,0-30,2,1,11459,1285.7862550962805
2023,0-30,2,2,6840,1025.1044303397164
2023,0-30,3,1,96816,3644.282506852893
2023,0-30,3,2,149017,5754.9786074718595
2023,0-30,4,1,7803,1003.2895055574822
2023,0-30,4,2,8050,1357.8899502028814
2023,30-50,1,1,9686,1177.4992140918534
2023,30-50,1,2,6157,1003.5190540935782
2023,30-50,2,1,10330,1168.5651155740568
2023,30-50,2,2,4912,1055.9172678816292
2023,30-50,3,1,98521,3514.6940063949573
2023,30-50,3,2,108570,4979.657876133639
2023,30-50,4,1,5718,659.9500807690796
2023,30-50,4,2,4692,965.0817884367691
2023,50-80,1,1,15680,1389.994655275409
2023,50-80,1,2,7864,1181.2661764106128
2023,50-80,2,1,19684,1854.0871231188855
2023,50-80,2,2,10841,2051.818857895536
2023,50-80,3,1,202000,5303.059428588034
2023,50-80,3,2,169093,5931.468641911972
2023,50-80,4,1,9535,963.1936128125434
2023,50-80,4,2,5882,1110.7034073137083
2023,80-100,1,1,12497,1356.219183890434
2023,80-100,1,2,7135,1304.2552076186867
2023,80-100,2,1,13312,1554.403903518709
2023,80-100,2,2,5879,1212.5640452624114
2023,80-100,3,1,146943,4610.586764507334
2023,80-100,3,2,87140,4440.648313897712
2023,80-100,4,1,6785,818.7055501272088
2023,80-100,4,2,2320,550.0186989266152
2023,100+,1,1,61746,3052.389430852232
2023,100+,1,2,13513,1631.6405676993354
2023,100+,2,1,61356,3333.1237144904626
2023,100+,2,2,13971,2146.4582884436577
2023,100+,3,1,756910,10310.445233024115
2023,100+,3,2,207436,6552.493478569598
2023,100+,4,1,34553,2084.705870527542
2023,100+,4,2,7221,1218.574147611406
2023,NA,1,1,68,56.515461116315784
2023,NA,2,1,69,68.99999999999693
2023,NA,3,1,1201,460.41580741758435
2023,NA,3,2,377,194.69670390322867
2023,NA,4,1,64,63.999999999997925
2024,0-30,1,1,11285,1248.4428161293886
2024,0-30,1,2,9843,1676.3234621874078
2024,0-30,2,1,11888,1621.312588654056
2024,0-30,2,2,10995,1885.9785710010365
2024,0-30,3,1,96110,3696.5663214955753
2024,0-30,3,2,151879,5686.099238659976
2024,0-30,4,1,5481,720.6470649011686
2024,0-30,4,2,8087,1232.655023150659
2024,30-50,1,1,10440,1273.6438529667994
2024,30-50,1,2,9031,1750.8036086335012
2024,30-50,2,1,11325,1489.3525474518008
2024,30-50,2,2,6574,1410.294812769143
2024,30-50,3,1,106197,3934.7407061176864
2024,30-50,3,2,112171,4832.072967095693
2024,30-50,4,1,5758,952.9984965439633
2024,30-50,4,2,4707,1146.9857496457234
2024,50-80,1,1,18230,1493.4601308650842
2024,50-80,1,2,7945,1338.4696999201508
2024,50-80,2,1,17106,1677.1702298729178
2024,50-80,2,2,7376,1287.7360267634206
2024,50-80,3,1,204410,5368.551783167046
2024,50-80,3,2,168219,5958.514426016726
2024,50-80,4,1,12034,1270.3000203611741
2024,50-80,4,2,4137,660.0772948659582
2024,80-100,1,1,12940,1403.9162364420151
2024,80-100,1,2,3761,872.0654513027132
2024,80-100,2,1,13591,1466.5565341180943
2024,80-100,2,2,6088,1717.7487210958348
2024,80-100,3,1,151454,4758.002405519179
2024,80-100,3,2,95570,4744.680511508459
2024,80-100,4,1,7183,799.2674137042446
2024,80-100,4,2,1609,406.45848550051636
2024,100+,1,1,63783,3259.171052115959
2024,100+,1,2,10510,1360.572808325083
2024,100+,2,1,71908,4308.487311125256
2024,100+,2,2,11082,1578.3182903870254
2024,100+,3,1,769751,10361.694609502245
2024,100+,3,2,204602,6531.352091670536
2024,100+,4,1,35314,1884.39416852341
2024,100+,4,2,7603,1220.6106871077097
2024,NA,1,1,36,36.0000000000014
2024,NA,2,1,584,452.65190512563424
2024,NA,3,1,607,208.31801779396807
2024,NA,3,2,610,348.7714653209537
2024,NA,4,2,74,53.25406180576694
